,move,skill,turn,color,match,piece_that_take,piece_taken
0,e4,=,1,W,1,,
1,e5,=,1,B,1,,
2,Nf3,=,2,W,1,,
3,Nc6,=,2,B,1,,
4,d4,=,3,W,1,,
5,exd4,=,3,B,1,e,d
6,Nxd4,=,4,W,1,N,d
7,Nf6,=,4,B,1,,
8,Nc3,=,5,W,1,,
9,Bb4,=,5,B,1,,
10,Nxc6,=,6,W,1,N,c
11,bxc6,=,6,B,1,b,c
12,Bd3,=,7,W,1,,
13,O-O,=,7,B,1,,
14,O-O,=,8,W,1,,
15,d5,=,8,B,1,,
16,exd5,=,9,W,1,e,d
17,Bg4,=,9,B,1,,
18,f3,=,10,W,1,,
19,Bh5,#5c8bb0,10,B,1,,
20,dxc6,=,11,W,1,d,c
21,Qd4+,#5c8bb0,11,B,1,,
22,Kh1,=,12,W,1,,
23,Bxc3,=,12,B,1,B,c
24,bxc3,=,13,W,1,b,c
25,Qxc3,=,13,B,1,Q,c
26,Rb1,=,14,W,1,,
27,Qxc6,=,14,B,1,Q,c
28,Bb2,=,15,W,1,,
29,Bg6,=,15,B,1,,
30,Bxg6,=,16,W,1,B,g
31,hxg6,=,16,B,1,h,g
32,Qd3,=,17,W,1,,
33,Rfd8,=,17,B,1,,
34,Qc3,=,18,W,1,,
35,Qxc3,=,18,B,1,Q,c
36,Bxc3,=,19,W,1,B,c
37,Nd5,=,19,B,1,,
38,Ba5,=,20,W,1,,
39,Ne3,=,20,B,1,,
40,Rfe1,=,21,W,1,,
41,Nxc2,=,21,B,1,N,c
42,Rec1,=,22,W,1,,
43,Ne3,=,22,B,1,,
44,Rxc7,=,23,W,1,R,c
45,Rab8,=,23,B,1,,
46,Rg1,=,24,W,1,,
47,a6,=,24,B,1,,
48,Re7,=,25,W,1,,
49,Re8,#e6912c,25,B,1,,
50,Rxe8+,=,26,W,1,R,e+
51,Rxe8,=,26,B,1,R,e
52,Re1,#5c8bb0,27,W,1,,
53,Re6,=,27,B,1,,
54,Kg1,=,28,W,1,,
55,Re7,#e6912c,28,B,1,,
56,Bb4,#ee6b55,29,W,1,,
57,Rb7,#5c8bb0,29,B,1,,
58,Rxe3,=,30,W,1,R,e
59,Rxb4,=,30,B,1,R,b
60,Re8+,=,31,W,1,,
61,Kh7,=,31,B,1,,
62,Re4,=,32,W,1,,
63,Rb1+,=,32,B,1,,
64,Kf2,=,33,W,1,,
65,Rb2+,=,33,B,1,,
66,Re2,=,34,W,1,,
67,Rb4,=,34,B,1,,
68,Kg3,=,35,W,1,,
69,Ra4,=,35,B,1,,
70,Rd2,=,36,W,1,,
71,g5,=,36,B,1,,
72,Rc2,=,37,W,1,,
73,f6,=,37,B,1,,
74,Kh3,=,38,W,1,,
75,Kg6,=,38,B,1,,
76,g3,=,39,W,1,,
77,Kh6,=,39,B,1,,
78,Kg2,=,40,W,1,,
79,Kg6,=,40,B,1,,
80,Rd2,=,41,W,1,,
81,Kh6,=,41,B,1,,
82,Rc2,=,42,W,1,,
83,Kg6,=,42,B,1,,
84,Rd2,=,43,W,1,,
85,Kh6,=,43,B,1,,
86,Rc2,=,44,W,1,,
87,e4,=,1,W,2,,
88,d6,=,1,B,2,,
89,Nf3,=,2,W,2,,
90,g6,=,2,B,2,,
91,d4,=,3,W,2,,
92,Bg7,=,3,B,2,,
93,Bd3,=,4,W,2,,
94,Nf6,=,4,B,2,,
95,O-O,=,5,W,2,,
96,Nbd7,=,5,B,2,,
97,Re1,=,6,W,2,,
98,e5,=,6,B,2,,
99,c3,=,7,W,2,,
100,O-O,=,7,B,2,,
101,h3,=,8,W,2,,
102,Re8,=,8,B,2,,
103,Nbd2,=,9,W,2,,
104,b6,=,9,B,2,,
105,Nf1,=,10,W,2,,
106,Bb7,=,10,B,2,,
107,Ng3,=,11,W,2,,
108,exd4,#e6912c,11,B,2,e,d
109,cxd4,=,12,W,2,c,d
110,c5,=,12,B,2,,
111,d5,#5c8bb0,13,W,2,,
112,a6,#e6912c,13,B,2,,
113,a4,=,14,W,2,,
114,Rc8,=,14,B,2,,
115,Bf4,=,15,W,2,,
116,c4,=,15,B,2,,
117,Bc2,=,16,W,2,,
118,Nc5,=,16,B,2,,
119,Qd2,=,17,W,2,,
120,b5,=,17,B,2,,
121,axb5,=,18,W,2,a,b
122,axb5,=,18,B,2,a,b
123,Nd4,#e6912c,19,W,2,,
124,Qb6,#5c8bb0,19,B,2,,
125,Ngf5,#b33430,20,W,2,,
126,Nfxe4,=,20,B,2,Nf,e
127,Qe3,=,21,W,2,,
128,gxf5,#ee6b55,21,B,2,g,f
129,Nxf5,=,22,W,2,N,f
130,Bxb2,=,22,B,2,B,b
131,Bxe4,=,23,W,2,B,e
132,Rxe4,=,23,B,2,R,e
133,Qg3+,#5c8bb0,24,W,2,,
134,Kh8,#5c8bb0,24,B,2,,
135,Nxd6,=,25,W,2,N,d
136,Rf8,=,25,B,2,,
137,Nxe4,=,26,W,2,N,e
138,Nxe4,=,26,B,2,N,e
139,Be5+,#e6912c,27,W,2,,
140,f6,#5c8bb0,27,B,2,,
141,Rxe4,=,28,W,2,R,e
142,Bxe5,=,28,B,2,B,e
143,Rxe5,=,29,W,2,R,e
144,fxe5,=,29,B,2,f,e
145,Rb1,=,30,W,2,,
146,Qd4,=,30,B,2,,
147,Rxb5,=,31,W,2,R,b
148,Bxd5,=,31,B,2,B,d
149,Kh2,=,32,W,2,,
150,c3,=,32,B,2,,
151,Ra5,=,33,W,2,,
152,c2,=,33,B,2,,
153,Ra4,=,34,W,2,,
154,c1=Q,=,34,B,2,,
155,Rxd4,=,35,W,2,R,d
156,exd4,=,35,B,2,e,d
157,Qe5+,=,36,W,2,,
158,Kg8,=,36,B,2,,
159,Qxd5+,=,37,W,2,Q,d+
160,Rf7,=,37,B,2,,
161,Qd8+,=,38,W,2,,
162,Kg7,=,38,B,2,,
163,Qxd4+,=,39,W,2,Q,d+
164,Rf6,=,39,B,2,,
165,Qd7+,=,40,W,2,,
166,Kh6,=,40,B,2,,
167,Qa7,=,41,W,2,,
168,Qf4+,=,41,B,2,,
169,Kg1,=,42,W,2,,
170,Rc6,=,42,B,2,,
171,g3,=,43,W,2,,
172,Qf3,=,43,B,2,,
173,Kh2,=,44,W,2,,
174,Rf6,=,44,B,2,,
175,Kg1,=,45,W,2,,
176,Re6,=,45,B,2,,
177,Kh2,=,46,W,2,,
178,Re2,=,46,B,2,,
179,Qb6+,=,47,W,2,,
180,Kg7,=,47,B,2,,
181,Qc7+,=,48,W,2,,
182,Kf6,=,48,B,2,,
183,Qd6+,=,49,W,2,,
184,Kg7,=,49,B,2,,
185,Qd7+,=,50,W,2,,
186,Kg6,=,50,B,2,,
187,Qd6+,=,51,W,2,,
188,Kg7,=,51,B,2,,
189,Qd7+,=,52,W,2,,
190,Kg6,=,52,B,2,,
191,Qd6+,=,53,W,2,,
192,Kg7,#e6912c,53,B,2,,
193,e4,=,1,W,3,,
194,d5,=,1,B,3,,
195,Nc3,=,2,W,3,,
196,dxe4,=,2,B,3,d,e
197,Nxe4,=,3,W,3,N,e
198,Nf6,=,3,B,3,,
199,Nxf6+,=,4,W,3,N,f+
200,exf6,=,4,B,3,e,f
201,g3,=,5,W,3,,
202,Bd6,=,5,B,3,,
203,Bg2,=,6,W,3,,
204,O-O,=,6,B,3,,
205,Ne2,=,7,W,3,,
206,Re8,=,7,B,3,,
207,O-O,=,8,W,3,,
208,Nc6,=,8,B,3,,
209,h3,=,9,W,3,,
210,Bf5,=,9,B,3,,
211,d3,=,10,W,3,,
212,Qd7,=,10,B,3,,
213,g4,=,11,W,3,,
214,Bg6,=,11,B,3,,
215,Nf4,=,12,W,3,,
216,Bxf4,=,12,B,3,B,f
217,Bxf4,=,13,W,3,B,f
218,Nd4,=,13,B,3,,
219,Be3,=,14,W,3,,
220,c6,=,14,B,3,,
221,Re1,=,15,W,3,,
222,f5,=,15,B,3,,
223,c3,=,16,W,3,,
224,Ne6,=,16,B,3,,
225,d4,=,17,W,3,,
226,f4,=,17,B,3,,
227,Bd2,=,18,W,3,,
228,h6,=,18,B,3,,
229,Qf3,=,19,W,3,,
230,Qd6,=,19,B,3,,
231,Re5,=,20,W,3,,
232,Ng5,#b33430,20,B,3,,
233,Qxf4,=,21,W,3,Q,f
234,Rxe5,#e6912c,21,B,3,R,e
235,Qxe5,=,22,W,3,Q,e
236,Qxe5,=,22,B,3,Q,e
237,dxe5,=,23,W,3,d,e
238,Ne4,=,23,B,3,,
239,Be3,=,24,W,3,,
240,Rd8,=,24,B,3,,
241,f4,=,25,W,3,,
242,f5,=,25,B,3,,
243,exf6,=,26,W,3,e,f
244,Nxf6,=,26,B,3,N,f
245,f5,=,27,W,3,,
246,Bf7,=,27,B,3,,
247,b3,#e6912c,28,W,3,,
248,b6,#e6912c,28,B,3,,
249,c4,=,29,W,3,,
250,c5,=,29,B,3,,
251,Re1,=,30,W,3,,
252,Rd3,=,30,B,3,,
253,Kf2,=,31,W,3,,
254,a5,=,31,B,3,,
255,Ke2,=,32,W,3,,
256,Rd7,=,32,B,3,,
257,Rd1,=,33,W,3,,
258,e4,=,1,W,4,,
259,d6,=,1,B,4,,
260,d4,=,2,W,4,,
261,g6,=,2,B,4,,
262,Nc3,=,3,W,4,,
263,Bg7,=,3,B,4,,
264,Be3,=,4,W,4,,
265,Nf6,=,4,B,4,,
266,f3,=,5,W,4,,
267,c6,=,5,B,4,,
268,Qd2,=,6,W,4,,
269,b5,=,6,B,4,,
270,Bd3,=,7,W,4,,
271,Nbd7,=,7,B,4,,
272,Nh3,=,8,W,4,,
273,e5,=,8,B,4,,
274,dxe5,=,9,W,4,d,e
275,dxe5,#e6912c,9,B,4,d,e
276,Nf2,=,10,W,4,,
277,O-O,=,10,B,4,,
278,a4,=,11,W,4,,
279,b4,=,11,B,4,,
280,Ne2,=,12,W,4,,
281,a5,=,12,B,4,,
282,O-O,=,13,W,4,,
283,Qe7,=,13,B,4,,
284,Rfd1,=,14,W,4,,
285,Nc5,=,14,B,4,,
286,Bc4,=,15,W,4,,
287,Nfd7,#e6912c,15,B,4,,
288,Qd6,#5c8bb0,16,W,4,,
289,Qxd6,=,16,B,4,Q,d
290,Rxd6,=,17,W,4,R,d
291,Re8,=,17,B,4,,
292,Rxc6,=,18,W,4,R,c
293,Bf8,=,18,B,4,,
294,Rd1,=,19,W,4,,
295,Nxa4,=,19,B,4,N,a
296,Bb5,#e6912c,20,W,4,,
297,Nac5,#e6912c,20,B,4,,
298,Bxc5,#ee6b55,21,W,4,B,c
299,Nxc5,=,21,B,4,N,c
300,Rd5,#e6912c,22,W,4,,
301,Ne6,=,22,B,4,,
302,b3,=,23,W,4,,
303,Bb7,#5c8bb0,23,B,4,,
304,Rxe5,=,24,W,4,R,e
305,Reb8,=,24,B,4,,
306,Rb6,=,25,W,4,,
307,Bc5,#ee6b55,25,B,4,,
308,Rbxe6,#5c8bb0,26,W,4,Rb,e
309,Bxf2+,=,26,B,4,B,f+
310,Kxf2,=,27,W,4,K,f
311,fxe6,=,27,B,4,f,e
312,Bc4,=,28,W,4,,
313,Bc8,=,28,B,4,,
314,Nd4,=,29,W,4,,
315,Rb6,=,29,B,4,,
316,Nxe6,=,30,W,4,N,e
317,Bxe6,=,30,B,4,B,e
318,Bxe6+,=,31,W,4,B,e+
319,Kg7,=,31,B,4,,
320,Bc4,#5c8bb0,32,W,4,,
321,Ra7,=,32,B,4,,
322,Ke3,=,33,W,4,,
323,Rc6,=,33,B,4,,
324,Bd3,=,34,W,4,,
325,a4,#e6912c,34,B,4,,
326,bxa4,#5c8bb0,35,W,4,b,a
327,Rxa4,=,35,B,4,R,a
328,Rb5,=,36,W,4,,
329,Rc7,=,36,B,4,,
330,f4,=,37,W,4,,
331,Rd7,#e6912c,37,B,4,,
332,g4,=,38,W,4,,
333,Rc7,=,38,B,4,,
334,h4,=,39,W,4,,
335,Ra3,=,39,B,4,,
336,f5,#e6912c,40,W,4,,
337,Rxc2,=,40,B,4,R,c
338,Rb7+,=,41,W,4,,
339,Kf6,#b33430,41,B,4,,
340,Kd4,#5c8bb0,42,W,4,,
341,Rxd3+,=,42,B,4,R,d+
342,Kxd3,=,43,W,4,K,d
343,Rg2,=,43,B,4,,
344,g5+,=,44,W,4,,
345,Ke5,=,44,B,4,,
346,Re7+,=,45,W,4,,
347,Kd6,=,45,B,4,,
348,f6,=,46,W,4,,
349,b3,=,46,B,4,,
350,Rb7,=,47,W,4,,
351,b2,=,47,B,4,,
352,Kc3,=,48,W,4,,
353,Rg4,=,48,B,4,,
354,Rxb2,=,49,W,4,R,b
355,Rxe4,=,49,B,4,R,e
356,Rb8,=,50,W,4,,
357,Rf4,=,50,B,4,,
358,Rh8,=,51,W,4,,
359,Ke6,=,51,B,4,,
360,Rxh7,=,52,W,4,R,h
361,Ra4,=,52,B,4,,
362,Re7+,=,53,W,4,,
363,Kd5,=,53,B,4,,
364,Rg7,=,54,W,4,,
365,Rxh4,=,54,B,4,R,h
366,Rxg6,=,55,W,4,R,g
367,Rf4,=,55,B,4,,
368,Rg8,=,56,W,4,,
369,Ke6,=,56,B,4,,
370,Re8+,=,57,W,4,,
371,Kd6,=,57,B,4,,
372,g6,=,58,W,4,,
373,Rf3+,=,58,B,4,,
374,Kd4,=,59,W,4,,
375,Rxf6,=,59,B,4,R,f
376,Ke3,#ee6b55,60,W,4,,
377,Rf4,#b33430,60,B,4,,
378,Kxf4,=,61,W,4,K,f
379,Kd7,=,61,B,4,,
380,Re5,=,62,W,4,,
381,e4,=,1,W,5,,
382,e5,=,1,B,5,,
383,Nc3,=,2,W,5,,
384,Nc6,=,2,B,5,,
385,Bc4,=,3,W,5,,
386,Bc5,=,3,B,5,,
387,d3,=,4,W,5,,
388,d6,=,4,B,5,,
389,Nf3,=,5,W,5,,
390,Be6,=,5,B,5,,
391,Bb3,=,6,W,5,,
392,Nf6,=,6,B,5,,
393,O-O,=,7,W,5,,
394,h6,=,7,B,5,,
395,Be3,=,8,W,5,,
396,Bxe3,=,8,B,5,B,e
397,fxe3,=,9,W,5,f,e
398,Qd7,=,9,B,5,,
399,Nh4,=,10,W,5,,
400,Ne7,=,10,B,5,,
401,Qf3,=,11,W,5,,
402,c6,=,11,B,5,,
403,Qg3,=,12,W,5,,
404,Nh5,=,12,B,5,,
405,Qf3,=,13,W,5,,
406,Nf6,=,13,B,5,,
407,Qg3,=,14,W,5,,
408,Nh5,=,14,B,5,,
409,Qf2,=,15,W,5,,
410,Nf6,=,15,B,5,,
411,d4,=,16,W,5,,
412,O-O,=,16,B,5,,
413,Rad1,=,17,W,5,,
414,Qc7,=,17,B,5,,
415,Qg3,=,18,W,5,,
416,Nh5,=,18,B,5,,
417,Qf3,=,19,W,5,,
418,Nf6,#e6912c,19,B,5,,
419,Qg3,#ee6b55,20,W,5,,
420,Nh5,=,20,B,5,,
421,Qf3,=,21,W,5,,
422,Nf6,#e6912c,21,B,5,,
423,Bxe6,=,22,W,5,B,e
424,fxe6,=,22,B,5,f,e
425,Qh3,=,23,W,5,,
426,Qc8,=,23,B,5,,
427,dxe5,#5c8bb0,24,W,5,d,e
428,dxe5,=,24,B,5,d,e
429,Nf3,=,25,W,5,,
430,Ng6,=,25,B,5,,
431,Qg3,=,26,W,5,,
432,Kh7,=,26,B,5,,
433,Nxe5,=,27,W,5,N,e
434,Nxe5,=,27,B,5,N,e
435,Qxe5,=,28,W,5,Q,e
436,Ng4,=,28,B,5,,
437,Qg3,=,29,W,5,,
438,Rxf1+,=,29,B,5,R,f+
439,Rxf1,=,30,W,5,R,f
440,e5,=,30,B,5,,
441,h3,=,31,W,5,,
442,Nf6,=,31,B,5,,
443,Qxe5,=,32,W,5,Q,e
444,Qe8,=,32,B,5,,
445,Qf5+,=,33,W,5,,
446,Qg6,=,33,B,5,,
447,e5,=,34,W,5,,
448,Qxf5,=,34,B,5,Q,f
449,Rxf5,=,35,W,5,R,f
450,Kg6,=,35,B,5,,
451,g4,=,36,W,5,,
452,Nd7,=,36,B,5,,
453,e6,=,37,W,5,,
454,Nb6,=,37,B,5,,
455,Ne2,=,38,W,5,,
456,Nd5,=,38,B,5,,
457,e4,=,39,W,5,,
458,Nc7,=,39,B,5,,
459,Nf4+,=,40,W,5,,
460,Kh7,=,40,B,5,,
461,Rf7,=,41,W,5,,
462,Nb5,=,41,B,5,,
463,Nh5,=,42,W,5,,
464,e4,=,1,W,6,,
465,d6,=,1,B,6,,
466,d4,=,2,W,6,,
467,g6,=,2,B,6,,
468,Nf3,=,3,W,6,,
469,Bg7,=,3,B,6,,
470,Bc4,=,4,W,6,,
471,Nf6,=,4,B,6,,
472,Qe2,=,5,W,6,,
473,c6,=,5,B,6,,
474,Bb3,=,6,W,6,,
475,a5,=,6,B,6,,
476,a4,=,7,W,6,,
477,O-O,=,7,B,6,,
478,h3,=,8,W,6,,
479,e5,=,8,B,6,,
480,dxe5,=,9,W,6,d,e
481,dxe5,=,9,B,6,d,e
482,O-O,=,10,W,6,,
483,Qe7,=,10,B,6,,
484,Na3,=,11,W,6,,
485,Be6,#e6912c,11,B,6,,
486,Bxe6,=,12,W,6,B,e
487,Qxe6,=,12,B,6,Q,e
488,Re1,=,13,W,6,,
489,Nbd7,=,13,B,6,,
490,Qc4,=,14,W,6,,
491,Rfe8,=,14,B,6,,
492,Be3,#e6912c,15,W,6,,
493,Qxc4,#5c8bb0,15,B,6,Q,c
494,Nxc4,=,16,W,6,N,c
495,Nxe4,=,16,B,6,N,e
496,Rad1,=,17,W,6,,
497,Ndc5,=,17,B,6,,
498,Nb6,=,18,W,6,,
499,Ra6,=,18,B,6,,
500,Nd7,#ee6b55,19,W,6,,
501,Nxa4,=,19,B,6,N,a
502,Bc1,=,20,W,6,,
503,Nac5,=,20,B,6,,
504,Nfxe5,=,21,W,6,Nf,e
505,Bxe5,=,21,B,6,B,e
506,Nxe5,=,22,W,6,N,e
507,Rxe5,=,22,B,6,R,e
508,Rd8+,=,23,W,6,,
509,Kg7,=,23,B,6,,
510,f3,=,24,W,6,,
511,Rd5,=,24,B,6,,
512,Rxd5,=,25,W,6,R,d
513,cxd5,=,25,B,6,c,d
514,Be3,=,26,W,6,,
515,Rc6,=,26,B,6,,
516,Bd4+,=,27,W,6,,
517,f6,=,27,B,6,,
518,fxe4,=,28,W,6,f,e
519,dxe4,=,28,B,6,d,e
520,Bxc5,=,29,W,6,B,c
521,Rxc5,=,29,B,6,R,c
522,Rxe4,=,30,W,6,R,e
523,Kf7,=,30,B,6,,
524,b4,=,31,W,6,,
525,axb4,#5c8bb0,31,B,6,a,b
526,Rxb4,=,32,W,6,R,b
527,b5,=,32,B,6,,
528,Rb2,=,33,W,6,,
529,Ke6,=,33,B,6,,
530,Ra2,=,34,W,6,,
531,Kd5,=,34,B,6,,
532,Kf2,=,35,W,6,,
533,Kc4,=,35,B,6,,
534,Ra3,=,36,W,6,,
535,Kb4,=,36,B,6,,
536,Rb3+,=,37,W,6,,
537,Ka4,=,37,B,6,,
538,Rb2,=,38,W,6,,
539,b4,=,38,B,6,,
540,Ra2+,=,39,W,6,,
541,Kb5,=,39,B,6,,
542,Ke3,=,40,W,6,,
543,Rc3+,=,40,B,6,,
544,Kd4,=,41,W,6,,
545,Rg3,=,41,B,6,,
546,Rb2,=,42,W,6,,
547,f5,=,42,B,6,,
548,c4+,=,43,W,6,,
549,Ka4,=,43,B,6,,
550,c5,=,44,W,6,,
551,Ka3,=,44,B,6,,
552,Re2,=,45,W,6,,
553,b3,=,45,B,6,,
554,c6,=,46,W,6,,
555,b2,#5c8bb0,46,B,6,,
556,c7,=,47,W,6,,
557,b1=Q,=,47,B,6,,
558,c8=Q,=,48,W,6,,
559,Qd3+,=,48,B,6,,
560,Ke5,=,49,W,6,,
561,Qxe2+,=,49,B,6,Q,e+
562,Kf6,=,50,W,6,,
563,Qb2+,=,50,B,6,,
564,Kf7,=,51,W,6,,
565,Qb3+,=,51,B,6,,
566,Kg7,=,52,W,6,,
567,Rc3,=,52,B,6,,
568,Qa8+,=,53,W,6,,
569,Kb2,=,53,B,6,,
570,e4,=,1,W,7,,
571,Nf6,=,1,B,7,,
572,Nc3,=,2,W,7,,
573,d5,=,2,B,7,,
574,e5,=,3,W,7,,
575,Ne4,=,3,B,7,,
576,Nce2,=,4,W,7,,
577,f6,=,4,B,7,,
578,exf6,#e6912c,5,W,7,e,f
579,exf6,=,5,B,7,e,f
580,d4,#e6912c,6,W,7,,
581,Bd6,#ee6b55,6,B,7,,
582,g3,#ee6b55,7,W,7,,
583,O-O,=,7,B,7,,
584,Bg2,=,8,W,7,,
585,Re8,=,8,B,7,,
586,Nf3,=,9,W,7,,
587,Nd7,=,9,B,7,,
588,O-O,=,10,W,7,,
589,c6,=,10,B,7,,
590,b3,=,11,W,7,,
591,Nf8,=,11,B,7,,
592,c4,=,12,W,7,,
593,Bf5,=,12,B,7,,
594,Bb2,=,13,W,7,,
595,Qd7,=,13,B,7,,
596,Rc1,=,14,W,7,,
597,Bh3,=,14,B,7,,
598,cxd5,=,15,W,7,c,d
599,cxd5,=,15,B,7,c,d
600,Nc3,=,16,W,7,,
601,Nxc3,=,16,B,7,N,c
602,Rxc3,=,17,W,7,R,c
603,Bxg2,=,17,B,7,B,g
604,Kxg2,=,18,W,7,K,g
605,Ng6,=,18,B,7,,
606,Qd2,#b33430,19,W,7,,
607,Qg4,#ee6b55,19,B,7,,
608,h3,=,20,W,7,,
609,Qf5,=,20,B,7,,
610,Qd3,=,21,W,7,,
611,Qxd3,=,21,B,7,Q,d
612,Rxd3,=,22,W,7,R,d
613,Rac8,=,22,B,7,,
614,Rfd1,=,23,W,7,,
615,Re2,=,23,B,7,,
616,R3d2,=,24,W,7,,
617,Rxd2,=,24,B,7,R,d
618,Rxd2,=,25,W,7,R,d
619,Kf7,=,25,B,7,,
620,Re2,=,26,W,7,,
621,Ne7,=,26,B,7,,
622,Ne1,=,27,W,7,,
623,g5,=,27,B,7,,
624,Rc2,=,28,W,7,,
625,h5,=,28,B,7,,
626,Rxc8,=,29,W,7,R,c
627,Nxc8,=,29,B,7,N,c
628,g4,=,30,W,7,,
629,h4,=,30,B,7,,
630,Nc2,=,31,W,7,,
631,Ne7,=,31,B,7,,
632,Ne3,=,32,W,7,,
633,Ke6,=,32,B,7,,
634,Kf3,=,33,W,7,,
635,Ng6,=,33,B,7,,
636,Ng2,=,34,W,7,,
637,Bf4,=,34,B,7,,
638,Bc3,=,35,W,7,,
639,b5,=,35,B,7,,
640,a4,=,36,W,7,,
641,a6,=,36,B,7,,
642,Ke2,=,37,W,7,,
643,Bd6,=,37,B,7,,
644,Kd3,=,38,W,7,,
645,f5,=,38,B,7,,
646,f3,#5c8bb0,39,W,7,,
647,Bg3,=,39,B,7,,
648,Bd2,=,40,W,7,,
649,f4,=,40,B,7,,
650,Ba5,=,41,W,7,,
651,Ne7,=,41,B,7,,
652,Bd8,#e6912c,42,W,7,,
653,Kd7,#ee6b55,42,B,7,,
654,Bxe7,=,43,W,7,B,e
655,Kxe7,=,43,B,7,K,e
656,axb5,#5c8bb0,44,W,7,a,b
657,axb5,=,44,B,7,a,b
658,Ke2,=,45,W,7,,
659,b4,=,45,B,7,,
660,Ne1,=,46,W,7,,
661,Bxe1,=,46,B,7,B,e
662,Kxe1,=,47,W,7,K,e
663,Kd6,=,47,B,7,,
664,Ke2,=,48,W,7,,
665,Kc6,=,48,B,7,,
666,Kd3,=,49,W,7,,
667,Kd6,=,49,B,7,,
668,Kd2,=,50,W,7,,
669,Kc6,=,50,B,7,,
670,Kd1,=,51,W,7,,
671,Kd6,=,51,B,7,,
672,Kc1,=,52,W,7,,
673,Kc6,=,52,B,7,,
674,Kc2,=,53,W,7,,
675,Kd6,=,53,B,7,,
676,Kb2,=,54,W,7,,
677,Kc6,=,54,B,7,,
678,Kb1,=,55,W,7,,
679,Kd6,=,55,B,7,,
680,Ka2,=,56,W,7,,
681,Kc6,=,56,B,7,,
682,Ka1,=,57,W,7,,
683,Kd6,=,57,B,7,,
684,Kb1,=,58,W,7,,
685,Kc6,=,58,B,7,,
686,Kc1,=,59,W,7,,
687,Kd6,=,59,B,7,,
688,Kd1,=,60,W,7,,
689,Kc6,=,60,B,7,,
690,Ke1,=,61,W,7,,
691,Kd6,=,61,B,7,,
692,Kf1,=,62,W,7,,
693,Kc6,=,62,B,7,,
694,Kg1,=,63,W,7,,
695,Kd6,=,63,B,7,,
696,Kh1,=,64,W,7,,
697,Kc6,=,64,B,7,,
698,Kh2,=,65,W,7,,
699,Kd6,=,65,B,7,,
700,Kg2,=,66,W,7,,
701,Kc6,=,66,B,7,,
702,Kf2,=,67,W,7,,
703,Kd6,=,67,B,7,,
704,Ke2,=,68,W,7,,
705,Kc6,=,68,B,7,,
706,Kd2,=,69,W,7,,
707,Kd6,=,69,B,7,,
708,Kd1,=,70,W,7,,
709,Kc6,=,70,B,7,,
710,Ke1,=,71,W,7,,
711,Kd6,=,71,B,7,,
712,e4,=,1,W,8,,
713,d6,=,1,B,8,,
714,d4,=,2,W,8,,
715,g6,=,2,B,8,,
716,Nc3,=,3,W,8,,
717,Bg7,=,3,B,8,,
718,f4,=,4,W,8,,
719,a6,=,4,B,8,,
720,Nf3,=,5,W,8,,
721,b5,=,5,B,8,,
722,Bd3,=,6,W,8,,
723,Nd7,=,6,B,8,,
724,Be3,=,7,W,8,,
725,Bb7,=,7,B,8,,
726,e5,=,8,W,8,,
727,Nh6,=,8,B,8,,
728,Be4,=,9,W,8,,
729,Qc8,=,9,B,8,,
730,Qd3,=,10,W,8,,
731,Nb6,=,10,B,8,,
732,O-O,#b33430,11,W,8,,
733,Nc4,#ee6b55,11,B,8,,
734,b3,=,12,W,8,,
735,Nxe3,=,12,B,8,N,e
736,Qxe3,=,13,W,8,Q,e
737,Nf5,=,13,B,8,,
738,Qf2,=,14,W,8,,
739,b4,=,14,B,8,,
740,Nd5,=,15,W,8,,
741,e6,=,15,B,8,,
742,Bxf5,=,16,W,8,B,f
743,Bxd5,=,16,B,8,B,d
744,Bd3,=,17,W,8,,
745,O-O,=,17,B,8,,
