,move,skill,turn,color,match,piece_that_take,piece_taken
746,Rae1,=,18,W,8,,
747,c5,=,18,B,8,,
748,dxc5,=,19,W,8,d,c
749,dxc5,=,19,B,8,d,c
750,Be4,=,20,W,8,,
751,c4,=,20,B,8,,
752,Bxd5,=,21,W,8,B,d
753,exd5,=,21,B,8,e,d
754,Rd1,=,22,W,8,,
755,Rd8,=,22,B,8,,
756,Rfe1,=,23,W,8,,
757,Bf8,=,23,B,8,,
758,Kh1,=,24,W,8,,
759,Bc5,#e6912c,24,B,8,,
760,Qh4,=,25,W,8,,
761,Qc7,=,25,B,8,,
762,Ng5,=,26,W,8,,
763,h5,=,26,B,8,,
764,f5,=,27,W,8,,
765,d4,=,27,B,8,,
766,e6,=,28,W,8,,
767,f6,=,28,B,8,,
768,Nf7,=,29,W,8,,
769,Kg7,=,29,B,8,,
770,Nxd8,=,30,W,8,N,d
771,Rxd8,=,30,B,8,R,d
772,fxg6,=,31,W,8,f,g
773,Rd5,=,31,B,8,,
774,bxc4,=,32,W,8,b,c
775,Rg5,=,32,B,8,,
776,Qe4,=,33,W,8,,
777,Re5,=,33,B,8,,
778,Qf3,=,34,W,8,,
779,a5,=,34,B,8,,
780,Rxe5,=,35,W,8,R,e
781,Qxe5,=,35,B,8,Q,e
782,Qd5,=,36,W,8,,
783,Qe2,=,36,B,8,,
784,Rg1,=,37,W,8,,
785,d3,=,37,B,8,,
786,Qxc5,=,38,W,8,Q,c
787,dxc2,=,38,B,8,d,c
788,Qe7+,=,39,W,8,,
789,Kxg6,=,39,B,8,K,g
790,Qf7+,=,40,W,8,,
791,Kf5,=,40,B,8,,
792,e7,=,41,W,8,,
793,Qd1,=,41,B,8,,
794,e8=Q,=,42,W,8,,
795,Qxg1+,=,42,B,8,Q,g+
796,Kxg1,=,43,W,8,K,g
797,c1=Q+,=,43,B,8,,
798,Kf2,=,44,W,8,,
799,Qf4+,=,44,B,8,,
800,Ke2,=,45,W,8,,
801,Qxc4+,=,45,B,8,Q,c+
802,Kd2,=,46,W,8,,
803,Qc3+,=,46,B,8,,
804,Ke2,=,47,W,8,,
805,Qc4+,=,47,B,8,,
806,Qxc4,=,48,W,8,Q,c
807,e4,=,1,W,9,,
808,e6,=,1,B,9,,
809,Nc3,=,2,W,9,,
810,d5,=,2,B,9,,
811,Nf3,=,3,W,9,,
812,Nf6,=,3,B,9,,
813,d3,=,4,W,9,,
814,dxe4,=,4,B,9,d,e
815,Nxe4,=,5,W,9,N,e
816,Nxe4,=,5,B,9,N,e
817,dxe4,=,6,W,9,d,e
818,Qxd1+,=,6,B,9,Q,d+
819,Kxd1,=,7,W,9,K,d
820,b6,=,7,B,9,,
821,Be3,=,8,W,9,,
822,Bb7,=,8,B,9,,
823,Nd2,=,9,W,9,,
824,Nd7,=,9,B,9,,
825,f3,=,10,W,9,,
826,Bc5,=,10,B,9,,
827,Bxc5,=,11,W,9,B,c
828,Nxc5,=,11,B,9,N,c
829,c3,=,12,W,9,,
830,Ke7,=,12,B,9,,
831,Kc2,=,13,W,9,,
832,Rad8,=,13,B,9,,
833,Re1,=,14,W,9,,
834,g5,=,14,B,9,,
835,Nb3,=,15,W,9,,
836,Nxb3,=,15,B,9,N,b
837,axb3,=,16,W,9,a,b
838,a5,=,16,B,9,,
839,Bd3,=,17,W,9,,
840,h5,=,17,B,9,,
841,h4,=,18,W,9,,
842,g4,=,18,B,9,,
843,fxg4,=,19,W,9,f,g
844,hxg4,=,19,B,9,h,g
845,g3,=,20,W,9,,
846,Rh5,=,20,B,9,,
847,Rhf1,=,21,W,9,,
848,Re5,=,21,B,9,,
849,Rf4,=,22,W,9,,
850,Rg8,=,22,B,9,,
851,Ref1,=,23,W,9,,
852,Rg7,=,23,B,9,,
853,Kd2,=,24,W,9,,
854,b5,#e6912c,24,B,9,,
855,b4,=,25,W,9,,
856,axb4,#e6912c,25,B,9,a,b
857,cxb4,=,26,W,9,c,b
858,c5,=,26,B,9,,
859,bxc5,=,27,W,9,b,c
860,Rxc5,=,27,B,9,R,c
861,b4,=,28,W,9,,
862,Re5,=,28,B,9,,
863,Ke3,#e6912c,29,W,9,,
864,f5,#5c8bb0,29,B,9,,
865,Kd4,=,30,W,9,,
866,Kf6,#5c8bb0,30,B,9,,
867,exf5,=,31,W,9,e,f
868,Rd7+,#e6912c,31,B,9,,
869,Kc3,=,32,W,9,,
870,Re3,#e6912c,32,B,9,,
871,fxe6+,#5c8bb0,33,W,9,f,e+
872,Kxe6,=,33,B,9,K,e
873,Rf6+,#5c8bb0,34,W,9,,
874,Ke7,=,34,B,9,,
875,Rf7+,#5c8bb0,35,W,9,,
876,Kd8,=,35,B,9,,
877,Rxd7+,=,36,W,9,R,d+
878,Kxd7,=,36,B,9,K,d
879,Rf7+,=,37,W,9,,
880,Kc8,=,37,B,9,,
881,h5,=,38,W,9,,
882,Rxg3,=,38,B,9,R,g
883,Kd4,#5c8bb0,39,W,9,,
884,Rh3,=,39,B,9,,
885,Bf5+,=,40,W,9,,
886,Kb8,=,40,B,9,,
887,Rh7,#5c8bb0,41,W,9,,
888,Rh4,=,41,B,9,,
889,Be4,#e6912c,42,W,9,,
890,g3,#b33430,42,B,9,,
891,Rxb7+,=,43,W,9,R,b+
892,d4,=,1,W,10,,
893,d6,=,1,B,10,,
894,c4,=,2,W,10,,
895,Nf6,=,2,B,10,,
896,Nc3,=,3,W,10,,
897,g6,=,3,B,10,,
898,Nf3,=,4,W,10,,
899,Bg7,=,4,B,10,,
900,g3,=,5,W,10,,
901,O-O,=,5,B,10,,
902,Bg2,=,6,W,10,,
903,Nc6,=,6,B,10,,
904,O-O,=,7,W,10,,
905,e5,=,7,B,10,,
906,dxe5,=,8,W,10,d,e
907,dxe5,=,8,B,10,d,e
908,Bg5,=,9,W,10,,
909,Qxd1,=,9,B,10,Q,d
910,Rfxd1,=,10,W,10,Rf,d
911,h6,=,10,B,10,,
912,Bxf6,=,11,W,10,B,f
913,Bxf6,=,11,B,10,B,f
914,Nd5,=,12,W,10,,
915,Bd8,=,12,B,10,,
916,Nd2,=,13,W,10,,
917,Re8,=,13,B,10,,
918,Ne4,=,14,W,10,,
919,Kg7,=,14,B,10,,
920,e3,=,15,W,10,,
921,f5,=,15,B,10,,
922,Nec3,=,16,W,10,,
923,Ne7,=,16,B,10,,
924,Nb5,=,17,W,10,,
925,Nxd5,#5c8bb0,17,B,10,N,d
926,cxd5,=,18,W,10,c,d
927,a6,=,18,B,10,,
928,Nxc7,=,19,W,10,N,c
929,Bxc7,=,19,B,10,B,c
930,d6,#5c8bb0,20,W,10,,
931,Bxd6,#e6912c,20,B,10,B,d
932,Rxd6,=,21,W,10,R,d
933,Re7,=,21,B,10,,
934,Rd8,=,22,W,10,,
935,Rd7,#e6912c,22,B,10,,
936,Rd1,#ee6b55,23,W,10,,
937,Rxd1+,=,23,B,10,R,d+
938,Rxd1,=,24,W,10,R,d
939,Be6,#5c8bb0,24,B,10,,
940,a3,=,25,W,10,,
941,e4,=,25,B,10,,
942,Rd6,=,26,W,10,,
943,Kf7,=,26,B,10,,
944,Rb6,=,27,W,10,,
945,Bd5,=,27,B,10,,
946,g4,=,28,W,10,,
947,Rc8,=,28,B,10,,
948,h3,=,29,W,10,,
949,fxg4,=,29,B,10,f,g
950,hxg4,=,30,W,10,h,g
951,Bc6,=,30,B,10,,
952,Rb4,=,31,W,10,,
953,Re8,=,31,B,10,,
954,Kh2,=,32,W,10,,
955,g5,=,32,B,10,,
956,Kg3,=,33,W,10,,
957,Kf6,=,33,B,10,,
958,Rd4,=,34,W,10,,
959,Ke5,=,34,B,10,,
960,b4,=,35,W,10,,
961,Re6,=,35,B,10,,
962,Bf1,=,36,W,10,,
963,Rd6,=,36,B,10,,
964,Rxd6,=,37,W,10,R,d
965,Kxd6,=,37,B,10,K,d
966,Bc4,=,38,W,10,,
967,Ke5,=,38,B,10,,
968,Bb3,=,39,W,10,,
969,Bd7,=,39,B,10,,
970,Bc4,=,40,W,10,,
971,Be6,=,40,B,10,,
972,Be2,=,41,W,10,,
973,Bb3,=,41,B,10,,
974,f4+,=,42,W,10,,
975,exf3,=,42,B,10,e,f
976,Bxf3,=,43,W,10,B,f
977,b6,=,43,B,10,,
978,Be2,=,44,W,10,,
979,a5,=,44,B,10,,
980,bxa5,=,45,W,10,b,a
981,bxa5,=,45,B,10,b,a
982,Kf2,#e6912c,46,W,10,,
983,Bd5,#ee6b55,46,B,10,,
984,Bd3,=,47,W,10,,
985,Be6,=,47,B,10,,
986,Kf3,=,48,W,10,,
987,Kd5,=,48,B,10,,
988,Bb1,=,49,W,10,,
989,Kc5,=,49,B,10,,
990,Bd3,=,50,W,10,,
991,Bd5+,=,50,B,10,,
992,Kf2,=,51,W,10,,
993,Bc6,=,51,B,10,,
994,Kg3,=,52,W,10,,
995,Bd7,=,52,B,10,,
996,Kf3,=,53,W,10,,
997,Bc6+,=,53,B,10,,
998,Kg3,=,54,W,10,,
999,Be8,=,54,B,10,,
1000,Kf3,=,55,W,10,,
1001,Kd5,=,55,B,10,,
1002,Kg3,=,56,W,10,,
1003,Ke5,=,56,B,10,,
1004,Kf3,=,57,W,10,,
1005,Bd7,=,57,B,10,,
1006,Kg3,=,58,W,10,,
1007,Bc6,=,58,B,10,,
1008,Kf2,=,59,W,10,,
1009,Bd5,=,59,B,10,,
1010,Kg3,=,60,W,10,,
1011,Bf7,=,60,B,10,,
1012,Kf2,=,61,W,10,,
1013,h5,=,61,B,10,,
1014,gxh5,=,62,W,10,g,h
1015,Bxh5,=,62,B,10,B,h
1016,Kg3,=,63,W,10,,
1017,Be8,=,63,B,10,,
1018,Kg4,=,64,W,10,,
1019,Kf6,=,64,B,10,,
1020,e4,=,65,W,10,,
1021,Bd7+,=,65,B,10,,
1022,Kh5,=,66,W,10,,
1023,g4,=,66,B,10,,
1024,Kh4,#5c8bb0,67,W,10,,
1025,Ke5,=,67,B,10,,
1026,Kg3,#5c8bb0,68,W,10,,
1027,Kd4,=,68,B,10,,
1028,Be2,=,69,W,10,,
1029,Kxe4,=,69,B,10,K,e
1030,Bxg4,=,70,W,10,B,g
1031,Be8,=,70,B,10,,
1032,Be6,=,71,W,10,,
1033,Kd4,=,71,B,10,,
1034,Kf4,=,72,W,10,,
1035,Kc3,=,72,B,10,,
1036,Ke3,=,73,W,10,,
1037,Kb2,=,73,B,10,,
1038,Kd2,=,74,W,10,,
1039,Kxa3,=,74,B,10,K,a
1040,Kc3,=,75,W,10,,
1041,Bc6,=,75,B,10,,
1042,Bc4,=,76,W,10,,
1043,Bd7,=,76,B,10,,
1044,Bb3,=,77,W,10,,
1045,Bb5,=,77,B,10,,
1046,Bc2,=,78,W,10,,
1047,Bf1,=,78,B,10,,
1048,Kd2,=,79,W,10,,
1049,Bg2,=,79,B,10,,
1050,Kc1,=,80,W,10,,
1051,Kb4,=,80,B,10,,
1052,Kb1,=,81,W,10,,
1053,Bc6,=,81,B,10,,
1054,Ka1,=,82,W,10,,
1055,Ba4,=,82,B,10,,
1056,Bb1,=,83,W,10,,
1057,Bb3,=,83,B,10,,
1058,Bc2,=,84,W,10,,
1059,Bc4,=,84,B,10,,
1060,Bb1,=,85,W,10,,
1061,Bd5,=,85,B,10,,
1062,Kb2,=,86,W,10,,
1063,Bc6,=,86,B,10,,
1064,Ka1,=,87,W,10,,
1065,Ba4,=,87,B,10,,
1066,Kb2,=,88,W,10,,
1067,Bd1,=,88,B,10,,
1068,Ka1,=,89,W,10,,
1069,Be2,=,89,B,10,,
1070,Kb2,=,90,W,10,,
1071,Bg4,=,90,B,10,,
1072,Ka1,=,91,W,10,,
1073,Bh5,=,91,B,10,,
1074,Kb2,=,92,W,10,,
1075,Bf7,=,92,B,10,,
1076,Ka1,=,93,W,10,,
1077,a4,=,93,B,10,,
1078,Kb2,=,94,W,10,,
1079,Be8,=,94,B,10,,
1080,Bc2,=,95,W,10,,
1081,a3+,=,95,B,10,,
1082,Ka1,=,96,W,10,,
1083,Bd7,=,96,B,10,,
1084,Kb1,=,97,W,10,,
1085,Bc6,=,97,B,10,,
1086,Ka1,=,98,W,10,,
1087,Be4,=,98,B,10,,
1088,Kb1,=,99,W,10,,
1089,Bxc2+,=,99,B,10,B,c+
1090,Ka1,=,100,W,10,,
1091,Ba4,=,100,B,10,,
1092,Kb1,=,101,W,10,,
1093,Bb5,=,101,B,10,,
1094,Ka1,=,102,W,10,,
1095,Ba6,=,102,B,10,,
1096,Kb1,=,103,W,10,,
1097,Bb7,=,103,B,10,,
1098,Ka1,=,104,W,10,,
1099,Bc8,=,104,B,10,,
1100,Kb1,=,105,W,10,,
1101,Bd7,=,105,B,10,,
1102,Ka1,=,106,W,10,,
1103,Bc6,=,106,B,10,,
1104,Kb1,=,107,W,10,,
1105,Bd5,=,107,B,10,,
1106,Ka1,#5c8bb0,108,W,10,,
1107,Be4,=,108,B,10,,
1108,Ka2,=,109,W,10,,
1109,Bf5,=,109,B,10,,
1110,Ka1,=,110,W,10,,
1111,Be6,=,110,B,10,,
1112,Kb1,=,111,W,10,,
1113,Bd7,=,111,B,10,,
1114,Ka1,=,112,W,10,,
1115,Be8,=,112,B,10,,
1116,Kb1,=,113,W,10,,
1117,Bg6+,=,113,B,10,,
1118,Ka1,=,114,W,10,,
1119,Bh7,=,114,B,10,,
1120,Ka2,=,115,W,10,,
1121,Bg8+,=,115,B,10,,
1122,e4,=,1,W,11,,
1123,Nf6,=,1,B,11,,
1124,Nc3,=,2,W,11,,
1125,e5,=,2,B,11,,
1126,Nf3,=,3,W,11,,
1127,Nc6,=,3,B,11,,
1128,d4,=,4,W,11,,
1129,exd4,=,4,B,11,e,d
1130,Nxd4,=,5,W,11,N,d
1131,Bc5,=,5,B,11,,
1132,Nb3,=,6,W,11,,
1133,Bb6,=,6,B,11,,
1134,Bd3,=,7,W,11,,
1135,O-O,=,7,B,11,,
1136,O-O,=,8,W,11,,
1137,d6,=,8,B,11,,
1138,Bg5,=,9,W,11,,
1139,Re8,#e6912c,9,B,11,,
1140,Nd5,=,10,W,11,,
1141,Be6,=,10,B,11,,
1142,Nxf6+,=,11,W,11,N,f+
1143,gxf6,=,11,B,11,g,f
1144,Bh4,=,12,W,11,,
1145,Ne5,=,12,B,11,,
1146,Kh1,=,13,W,11,,
1147,Ng6,#5c8bb0,13,B,11,,
1148,Bg3,=,14,W,11,,
1149,Bd7,#e6912c,14,B,11,,
1150,Qh5,#5c8bb0,15,W,11,,
1151,Bc6,=,15,B,11,,
1152,Rae1,=,16,W,11,,
1153,d5,=,16,B,11,,
1154,exd5,=,17,W,11,e,d
1155,Qxd5,#e6912c,17,B,11,Q,d
1156,Qxd5,=,18,W,11,Q,d
1157,Bxd5,=,18,B,11,B,d
1158,c4,=,19,W,11,,
1159,Be6,=,19,B,11,,
1160,c5,#5c8bb0,20,W,11,,
1161,Red8,=,20,B,11,,
1162,Bxg6,=,21,W,11,B,g
1163,Bxb3,=,21,B,11,B,b
1164,cxb6,=,22,W,11,c,b
1165,axb6,=,22,B,11,a,b
1166,Bxh7+,#1baca6,23,W,11,B,h+
1167,Kxh7,=,23,B,11,K,h
1168,axb3,=,24,W,11,a,b
1169,Rd7,=,24,B,11,,
1170,Rd1,=,25,W,11,,
1171,e4,=,1,W,12,,
1172,g6,=,1,B,12,,
1173,d4,=,2,W,12,,
1174,Bg7,=,2,B,12,,
1175,Nf3,=,3,W,12,,
1176,d6,=,3,B,12,,
1177,Bc4,=,4,W,12,,
1178,Nf6,=,4,B,12,,
1179,Qe2,=,5,W,12,,
1180,O-O,=,5,B,12,,
1181,Bb3,=,6,W,12,,
1182,Nc6,=,6,B,12,,
1183,h3,=,7,W,12,,
1184,e5,=,7,B,12,,
1185,dxe5,=,8,W,12,d,e
1186,dxe5,=,8,B,12,d,e
1187,c3,=,9,W,12,,
1188,Qe7,=,9,B,12,,
1189,O-O,=,10,W,12,,
1190,Be6,=,10,B,12,,
1191,Bg5,=,11,W,12,,
1192,h6,=,11,B,12,,
1193,Bxf6,=,12,W,12,B,f
1194,Bxf6,=,12,B,12,B,f
1195,Nbd2,=,13,W,12,,
1196,Rfd8,=,13,B,12,,
1197,Rfd1,=,14,W,12,,
1198,Na5,=,14,B,12,,
1199,Bxe6,=,15,W,12,B,e
1200,Qxe6,=,15,B,12,Q,e
1201,Qb5,=,16,W,12,,
1202,b6,=,16,B,12,,
1203,b4,=,17,W,12,,
1204,a6,=,17,B,12,,
1205,Qe2,=,18,W,12,,
1206,Nb7,=,18,B,12,,
1207,Qc4,=,19,W,12,,
1208,Qe7,=,19,B,12,,
1209,Qc6,=,20,W,12,,
1210,Nd6,=,20,B,12,,
1211,Nc4,=,21,W,12,,
1212,Nb5,=,21,B,12,,
1213,Ne3,=,22,W,12,,
1214,Qe6,=,22,B,12,,
1215,Qxe6,=,23,W,12,Q,e
1216,fxe6,=,23,B,12,f,e
1217,Rxd8+,=,24,W,12,R,d+
1218,Rxd8,=,24,B,12,R,d
1219,Rc1,=,25,W,12,,
1220,Nd6,=,25,B,12,,
1221,Ng4,=,26,W,12,,
1222,Kg7,=,26,B,12,,
1223,Nxf6,=,27,W,12,N,f
1224,Kxf6,=,27,B,12,K,f
1225,Nd2,=,28,W,12,,
1226,Nb5,=,28,B,12,,
1227,Nb1,=,29,W,12,,
1228,Nd6,=,29,B,12,,
1229,f3,=,30,W,12,,
1230,Nc4,=,30,B,12,,
1231,Kf2,=,31,W,12,,
1232,Rc8,=,31,B,12,,
1233,Ke2,=,32,W,12,,
1234,c5,=,32,B,12,,
1235,Nd2,=,33,W,12,,
1236,Nd6,=,33,B,12,,
1237,bxc5,=,34,W,12,b,c
1238,Rxc5,=,34,B,12,R,c
1239,c4,=,35,W,12,,
1240,b5,=,35,B,12,,
1241,Kd3,=,36,W,12,,
1242,bxc4+,=,36,B,12,b,c+
1243,Nxc4,=,37,W,12,N,c
1244,Rc8,=,37,B,12,,
1245,Rc2,=,38,W,12,,
1246,Nb5,=,38,B,12,,
1247,a4,=,39,W,12,,
1248,Rd8+,=,39,B,12,,
1249,Ke3,=,40,W,12,,
1250,Nd4,=,40,B,12,,
1251,Rd2,=,41,W,12,,
1252,Rc8,=,41,B,12,,
1253,Nxe5,=,42,W,12,N,e
1254,Nc2+,=,42,B,12,,
1255,Kf4,#b33430,43,W,12,,
1256,g5+,#5c8bb0,43,B,12,,
1257,Kg4,=,44,W,12,,
1258,Kxe5,=,44,B,12,K,e
1259,Kh5,=,45,W,12,,
1260,Ne3,=,45,B,12,,
1261,Kxh6,=,46,W,12,K,h
1262,Kf6,=,46,B,12,,
1263,e5+,=,47,W,12,,
1264,Kf5,=,47,B,12,,
1265,Rd6,=,48,W,12,,
1266,Nxg2,=,48,B,12,N,g
1267,Rxa6,=,49,W,12,R,a
1268,Nf4,=,49,B,12,,
1269,Ra7,=,50,W,12,,
1270,Rh8+,=,50,B,12,,
1271,Kg7,=,51,W,12,,
1272,Rxh3,=,51,B,12,R,h
1273,a5,=,52,W,12,,
1274,Rxf3,=,52,B,12,R,f
1275,a6,=,53,W,12,,
1276,Ra3,=,53,B,12,,
1277,Ra8,=,54,W,12,,
1278,g4,=,54,B,12,,
1279,a7,=,55,W,12,,
1280,Ke4,=,55,B,12,,
1281,Kh6,=,56,W,12,,
1282,g3,=,56,B,12,,
1283,e4,=,1,W,13,,
1284,c5,=,1,B,13,,
1285,Nc3,=,2,W,13,,
1286,e6,=,2,B,13,,
1287,f4,=,3,W,13,,
1288,d5,=,3,B,13,,
1289,Nf3,=,4,W,13,,
1290,a6,=,4,B,13,,
1291,d4,=,5,W,13,,
1292,Nf6,=,5,B,13,,
1293,e5,=,6,W,13,,
1294,Ne4,=,6,B,13,,
1295,Be3,#ee6b55,7,W,13,,
1296,Nc6,=,7,B,13,,
1297,dxc5,=,8,W,13,d,c
1298,Qa5,=,8,B,13,,
1299,Bd2,#e6912c,9,W,13,,
1300,Nxd2,#5c8bb0,9,B,13,N,d
1301,Nxd2,#e6912c,10,W,13,N,d
1302,Qxc5,#ee6b55,10,B,13,Q,c
1303,Bd3,#ee6b55,11,W,13,,
1304,Qe3+,#5c8bb0,11,B,13,,
1305,Ne2,=,12,W,13,,
1306,Bc5,#e6912c,12,B,13,,
1307,Rf1,=,13,W,13,,
1308,Nd4,#e6912c,13,B,13,,
1309,Nb3,=,14,W,13,,
1310,Nxe2,=,14,B,13,N,e
1311,Qxe2,=,15,W,13,Q,e
1312,Bb6,=,15,B,13,,
1313,Qxe3,=,16,W,13,Q,e
1314,Bxe3,=,16,B,13,B,e
1315,Ke2,=,17,W,13,,
1316,Bb6,=,17,B,13,,
1317,c4,#e6912c,18,W,13,,
1318,dxc4,=,18,B,13,d,c
1319,Bxc4,=,19,W,13,B,c
1320,Bd7,=,19,B,13,,
1321,Bd3,=,20,W,13,,
1322,Ke7,=,20,B,13,,
1323,Rac1,=,21,W,13,,
1324,Rhd8,=,21,B,13,,
1325,g3,=,22,W,13,,
1326,Rac8,=,22,B,13,,
1327,Rxc8,=,23,W,13,R,c
1328,Rxc8,=,23,B,13,R,c
1329,Rc1,=,24,W,13,,
1330,Rxc1,=,24,B,13,R,c
1331,Nxc1,=,25,W,13,N,c
1332,Bc6,=,25,B,13,,
1333,Nb3,=,26,W,13,,
1334,h6,=,26,B,13,,
1335,Nd2,=,27,W,13,,
1336,f6,=,27,B,13,,
1337,Be4,=,28,W,13,,
1338,Bb5+,=,28,B,13,,
1339,Bd3,=,29,W,13,,
1340,Bd7,=,29,B,13,,
1341,Be4,=,30,W,13,,
1342,fxe5,=,30,B,13,f,e
1343,fxe5,=,31,W,13,f,e
1344,Bd4,=,31,B,13,,
1345,Nf3,=,32,W,13,,
1346,Bb5+,=,32,B,13,,
1347,Kd2,=,33,W,13,,
1348,Bxb2,=,33,B,13,B,b
1349,Bxb7,=,34,W,13,B,b
1350,a5,=,34,B,13,,
1351,Kc2,=,35,W,13,,
1352,Ba3,=,35,B,13,,
1353,Be4,=,36,W,13,,
1354,Bc4,=,36,B,13,,
1355,Kb1,=,37,W,13,,
1356,Kd7,=,37,B,13,,
1357,g4,#e6912c,38,W,13,,
1358,g5,=,38,B,13,,
1359,h4,=,39,W,13,,
1360,gxh4,=,39,B,13,g,h
1361,Nxh4,=,40,W,13,N,h
1362,Bc5,=,40,B,13,,
1363,Nf3,=,41,W,13,,
1364,a4,#e6912c,41,B,13,,
1365,g5,#5c8bb0,42,W,13,,
1366,hxg5,=,42,B,13,h,g
1367,Nxg5,=,43,W,13,N,g
1368,a3,=,43,B,13,,
1369,Nf3,=,44,W,13,,
1370,Be3,=,44,B,13,,
1371,Bc2,=,45,W,13,,
1372,Be2,=,45,B,13,,
1373,Ne1,=,46,W,13,,
1374,Bd4,=,46,B,13,,
1375,Ba4+,=,47,W,13,,
1376,Kc7,=,47,B,13,,
1377,Nc2,=,48,W,13,,
1378,Bb2,=,48,B,13,,
1379,Bb3,=,49,W,13,,
1380,Bg4,=,49,B,13,,
1381,Ne3,=,50,W,13,,
1382,Bh3,=,50,B,13,,
1383,Kc2,=,51,W,13,,
1384,Bxe5,=,51,B,13,B,e
1385,Nc4,=,52,W,13,,
1386,Bd6,=,52,B,13,,
1387,Nxd6,=,53,W,13,N,d
1388,Kxd6,=,53,B,13,K,d
1389,Kc3,=,54,W,13,,
1390,Kc5,=,54,B,13,,
1391,Bc2,=,55,W,13,,
1392,e5,=,55,B,13,,
1393,Kb3,#5c8bb0,56,W,13,,
1394,Kd4,=,56,B,13,,
1395,Kxa3,=,57,W,13,K,a
1396,Kc3,=,57,B,13,,
1397,Bg6,=,58,W,13,,
1398,Bf1,=,58,B,13,,
1399,Ka4,=,59,W,13,,
1400,Bd3,=,59,B,13,,
1401,Bh5,=,60,W,13,,
1402,e4,=,60,B,13,,
1403,Ka5,#5c8bb0,61,W,13,,
1404,e3,=,61,B,13,,
1405,Kb6,=,62,W,13,,
1406,Kb4,=,62,B,13,,
1407,a3+,=,63,W,13,,
1408,Kxa3,=,63,B,13,K,a
1409,Kc5,=,64,W,13,,
1410,Kb3,=,64,B,13,,
1411,Kd4,=,65,W,13,,
1412,Kc2,=,65,B,13,,
1413,Kxe3,=,66,W,13,K,e
1414,e4,=,1,W,14,,
1415,g6,=,1,B,14,,
1416,Nc3,=,2,W,14,,
1417,Bg7,=,2,B,14,,
1418,d4,=,3,W,14,,
1419,d6,=,3,B,14,,
1420,Nf3,=,4,W,14,,
1421,a6,=,4,B,14,,
1422,h3,=,5,W,14,,
1423,Nf6,=,5,B,14,,
1424,Be3,=,6,W,14,,
1425,O-O,=,6,B,14,,
1426,Bd3,=,7,W,14,,
1427,Nc6,=,7,B,14,,
1428,O-O,=,8,W,14,,
1429,e5,=,8,B,14,,
1430,dxe5,=,9,W,14,d,e
1431,Nxe5,=,9,B,14,N,e
1432,Nxe5,=,10,W,14,N,e
1433,dxe5,=,10,B,14,d,e
1434,Bc4,=,11,W,14,,
1435,Re8,=,11,B,14,,
1436,Qxd8,=,12,W,14,Q,d
1437,Rxd8,=,12,B,14,R,d
1438,Rfd1,=,13,W,14,,
