,move,skill,turn,color,match,piece_that_take,piece_taken
2777,Kf4,=,42,W,26,,
2778,Rd5,=,42,B,26,,
2779,Ke4,=,43,W,26,,
2780,Re5+,=,43,B,26,,
2781,Kf4,=,44,W,26,,
2782,Rd5,=,44,B,26,,
2783,f3,=,45,W,26,,
2784,Re5,=,45,B,26,,
2785,Bd3,=,46,W,26,,
2786,Ra5,=,46,B,26,,
2787,Be4,=,47,W,26,,
2788,Rc5,=,47,B,26,,
2789,Ke3,=,48,W,26,,
2790,Ra5,=,48,B,26,,
2791,Kf4,=,49,W,26,,
2792,Rc5,=,49,B,26,,
2793,Ke3,=,50,W,26,,
2794,Ra5,=,50,B,26,,
2795,Kf4,=,51,W,26,,
2796,e4,=,1,W,27,,
2797,c5,=,1,B,27,,
2798,Nc3,=,2,W,27,,
2799,e6,=,2,B,27,,
2800,f4,=,3,W,27,,
2801,d5,=,3,B,27,,
2802,Nf3,=,4,W,27,,
2803,dxe4,=,4,B,27,d,e
2804,Nxe4,=,5,W,27,N,e
2805,Nc6,=,5,B,27,,
2806,Bb5,=,6,W,27,,
2807,Bd7,=,6,B,27,,
2808,O-O,=,7,W,27,,
2809,Nf6,=,7,B,27,,
2810,d3,=,8,W,27,,
2811,Qb6,=,8,B,27,,
2812,Bc4,=,9,W,27,,
2813,Na5,#e6912c,9,B,27,,
2814,Ne5,#5c8bb0,10,W,27,,
2815,Nxc4,#e6912c,10,B,27,N,c
2816,Nxc4,#ee6b55,11,W,27,N,c
2817,Qc7,=,11,B,27,,
2818,f5,=,12,W,27,,
2819,Nxe4,=,12,B,27,N,e
2820,dxe4,=,13,W,27,d,e
2821,e5,=,13,B,27,,
2822,Ne3,=,14,W,27,,
2823,Bc6,#5c8bb0,14,B,27,,
2824,f6,=,15,W,27,,
2825,g6,=,15,B,27,,
2826,Qf3,=,16,W,27,,
2827,O-O-O,=,16,B,27,,
2828,c4,=,17,W,27,,
2829,Rd4,=,17,B,27,,
2830,Nd5,#5c8bb0,18,W,27,,
2831,Bxd5,#5c8bb0,18,B,27,B,d
2832,cxd5,=,19,W,27,c,d
2833,c4,=,19,B,27,,
2834,Kh1,=,20,W,27,,
2835,Bc5,=,20,B,27,,
2836,Be3,=,21,W,27,,
2837,Rd3,=,21,B,27,,
2838,Qg4+,#5c8bb0,22,W,27,,
2839,Kb8,=,22,B,27,,
2840,Bxc5,=,23,W,27,B,c
2841,Qxc5,=,23,B,27,Q,c
2842,Rac1,#e6912c,24,W,27,,
2843,Rc8,#ee6b55,24,B,27,,
2844,Qd7,#5c8bb0,25,W,27,,
2845,Qc7,=,25,B,27,,
2846,Qb5,#e6912c,26,W,27,,
2847,a6,=,26,B,27,,
2848,Qb4,=,27,W,27,,
2849,Rd4,#e6912c,27,B,27,,
2850,Rfe1,#ee6b55,28,W,27,,
2851,Qc5,=,28,B,27,,
2852,Qc3,=,29,W,27,,
2853,h5,=,29,B,27,,
2854,Qg3,=,30,W,27,,
2855,Qd6,=,30,B,27,,
2856,Qf2,=,31,W,27,,
2857,Rd3,=,31,B,27,,
2858,Rc2,=,32,W,27,,
2859,Rd4,=,32,B,27,,
2860,Rcc1,=,33,W,27,,
2861,h4,#e6912c,33,B,27,,
2862,Qxh4,#ee6b55,34,W,27,Q,h
2863,Rd2,#5c8bb0,34,B,27,,
2864,Rb1,#5c8bb0,35,W,27,,
2865,Ka8,#e6912c,35,B,27,,
2866,Qg3,=,36,W,27,,
2867,c3,#ee6b55,36,B,27,,
2868,bxc3,=,37,W,27,b,c
2869,Rxa2,=,37,B,27,R,a
2870,Qe3,#e6912c,38,W,27,,
2871,Rc2,=,38,B,27,,
2872,Rb6,#e6912c,39,W,27,,
2873,Qc5,#ee6b55,39,B,27,,
2874,Qxc5,#5c8bb0,40,W,27,Q,c
2875,Rxc5,=,40,B,27,R,c
2876,d6,#b33430,41,W,27,,
2877,Rd2,#ee6b55,41,B,27,,
2878,h3,#ee6b55,42,W,27,,
2879,Rxc3,=,42,B,27,R,c
2880,Rbb1,#b33430,43,W,27,,
2881,Rxd6,=,43,B,27,R,d
2882,Rbd1,=,44,W,27,,
2883,Rxd1,=,44,B,27,R,d
2884,Rxd1,=,45,W,27,R,d
2885,Rc6,=,45,B,27,,
2886,Rd5,=,46,W,27,,
2887,Rxf6,=,46,B,27,R,f
2888,Rxe5,=,47,W,27,R,e
2889,Re6,=,47,B,27,,
2890,Rd5,=,48,W,27,,
2891,Rxe4,=,48,B,27,R,e
2892,Rd7,=,49,W,27,,
2893,f5,=,49,B,27,,
2894,Rd6,=,50,W,27,,
2895,a5,=,50,B,27,,
2896,Rxg6,=,51,W,27,R,g
2897,a4,=,51,B,27,,
2898,Rb6,=,52,W,27,,
2899,a3,=,52,B,27,,
2900,Rb4,=,53,W,27,,
2901,Rxb4,=,53,B,27,R,b
2902,e4,=,1,W,28,,
2903,g6,=,1,B,28,,
2904,Nc3,=,2,W,28,,
2905,Bg7,=,2,B,28,,
2906,d4,=,3,W,28,,
2907,d6,=,3,B,28,,
2908,h3,=,4,W,28,,
2909,a6,=,4,B,28,,
2910,Nf3,=,5,W,28,,
2911,Nf6,=,5,B,28,,
2912,Be3,=,6,W,28,,
2913,O-O,=,6,B,28,,
2914,Bd3,=,7,W,28,,
2915,Nc6,=,7,B,28,,
2916,Ne2,=,8,W,28,,
2917,e5,=,8,B,28,,
2918,dxe5,=,9,W,28,d,e
2919,Nxe5,=,9,B,28,N,e
2920,Nxe5,=,10,W,28,N,e
2921,dxe5,=,10,B,28,d,e
2922,Ng3,=,11,W,28,,
2923,Qe7,=,11,B,28,,
2924,O-O,=,12,W,28,,
2925,Rd8,=,12,B,28,,
2926,Qe2,=,13,W,28,,
2927,b6,=,13,B,28,,
2928,Rfd1,=,14,W,28,,
2929,Bb7,=,14,B,28,,
2930,a4,=,15,W,28,,
2931,a5,=,15,B,28,,
2932,f3,=,16,W,28,,
2933,h5,=,16,B,28,,
2934,Qf2,=,17,W,28,,
2935,h4,=,17,B,28,,
2936,Nf1,=,18,W,28,,
2937,Nh5,=,18,B,28,,
2938,Bc4,=,19,W,28,,
2939,Nf4,=,19,B,28,,
2940,Kh1,=,20,W,28,,
2941,Bf6,=,20,B,28,,
2942,Nh2,=,21,W,28,,
2943,Bg7,=,21,B,28,,
2944,Ng4,=,22,W,28,,
2945,Kh7,#e6912c,22,B,28,,
2946,Bxf4,#ee6b55,23,W,28,B,f
2947,exf4,=,23,B,28,e,f
2948,e5,=,24,W,28,,
2949,Kg8,#e6912c,24,B,28,,
2950,Re1,=,25,W,28,,
2951,Bd5,=,25,B,28,,
2952,Qe2,=,26,W,28,,
2953,Qe6,=,26,B,28,,
2954,Bxd5,=,27,W,28,B,d
2955,Rxd5,=,27,B,28,R,d
2956,Rad1,=,28,W,28,,
2957,Rad8,=,28,B,28,,
2958,Rxd5,=,29,W,28,R,d
2959,Rxd5,#e6912c,29,B,28,R,d
2960,Qf2,#ee6b55,30,W,28,,
2961,g5,=,30,B,28,,
2962,Qe2,=,31,W,28,,
2963,Qd7,#e6912c,31,B,28,,
2964,Kh2,=,32,W,28,,
2965,Rd2,=,32,B,28,,
2966,Qc4,#e6912c,33,W,28,,
2967,Rd4,=,33,B,28,,
2968,Qa6,=,34,W,28,,
2969,Rd2,#e6912c,34,B,28,,
2970,Qc4,#ee6b55,35,W,28,,
2971,Rd4,=,35,B,28,,
2972,Qa6,=,36,W,28,,
2973,Rxa4,#e6912c,36,B,28,R,a
2974,c3,#5c8bb0,37,W,28,,
2975,Ra2,=,37,B,28,,
2976,Re4,#e6912c,38,W,28,,
2977,Rxb2,=,38,B,28,R,b
2978,Rd4,=,39,W,28,,
2979,Qc6,#b33430,39,B,28,,
2980,Qd3,=,40,W,28,,
2981,Qg6,=,40,B,28,,
2982,Qc4,#e6912c,41,W,28,,
2983,Qe6,#ee6b55,41,B,28,,
2984,Qd3,#b33430,42,W,28,,
2985,Qg6,#ee6b55,42,B,28,,
2986,Qxg6,#ee6b55,43,W,28,Q,g
2987,fxg6,=,43,B,28,f,g
2988,Rd8+,=,44,W,28,,
2989,Kh7,#e6912c,44,B,28,,
2990,Rd7,#ee6b55,45,W,28,,
2991,Re2,=,45,B,28,,
2992,Nf6+,=,46,W,28,,
2993,Kh6,#5c8bb0,46,B,28,,
2994,Ng4+,=,47,W,28,,
2995,Kh7,#5c8bb0,47,B,28,,
2996,Nf6+,=,48,W,28,,
2997,Kh6,#5c8bb0,48,B,28,,
2998,Ng4+,=,49,W,28,,
2999,Kh7,#5c8bb0,49,B,28,,
3000,e4,=,1,W,29,,
3001,c5,=,1,B,29,,
3002,Nc3,=,2,W,29,,
3003,d6,=,2,B,29,,
3004,f4,=,3,W,29,,
3005,Nc6,=,3,B,29,,
3006,Nf3,=,4,W,29,,
3007,Nf6,=,4,B,29,,
3008,Bb5,=,5,W,29,,
3009,Bd7,=,5,B,29,,
3010,Bxc6,=,6,W,29,B,c
3011,Bxc6,=,6,B,29,B,c
3012,d3,=,7,W,29,,
3013,e6,=,7,B,29,,
3014,O-O,=,8,W,29,,
3015,Be7,=,8,B,29,,
3016,Qe1,=,9,W,29,,
3017,O-O,=,9,B,29,,
3018,b3,=,10,W,29,,
3019,d5,=,10,B,29,,
3020,Bb2,=,11,W,29,,
3021,d4,=,11,B,29,,
3022,Ne2,=,12,W,29,,
3023,Nd7,=,12,B,29,,
3024,Ng3,=,13,W,29,,
3025,f6,=,13,B,29,,
3026,f5,=,14,W,29,,
3027,e5,=,14,B,29,,
3028,Nh5,=,15,W,29,,
3029,Qe8,=,15,B,29,,
3030,g4,=,16,W,29,,
3031,g6,#e6912c,16,B,29,,
3032,Ng3,=,17,W,29,,
3033,Kh8,=,17,B,29,,
3034,Kf2,#e6912c,18,W,29,,
3035,Qf7,#ee6b55,18,B,29,,
3036,Rg1,#ee6b55,19,W,29,,
3037,b5,=,19,B,29,,
3038,h4,=,20,W,29,,
3039,c4,=,20,B,29,,
3040,fxg6,#e6912c,21,W,29,f,g
3041,hxg6,=,21,B,29,h,g
3042,h5,=,22,W,29,,
3043,g5,#5c8bb0,22,B,29,,
3044,Nf5,=,23,W,29,,
3045,Nc5,=,23,B,29,,
3046,Qe2,=,24,W,29,,
3047,Ne6,=,24,B,29,,
3048,Bc1,=,25,W,29,,
3049,Rac8,=,25,B,29,,
3050,Bd2,=,26,W,29,,
3051,Ba3,=,26,B,29,,
3052,bxc4,=,27,W,29,b,c
3053,bxc4,=,27,B,29,b,c
3054,Rab1,=,28,W,29,,
3055,c3,=,28,B,29,,
3056,Bc1,=,29,W,29,,
3057,Bxc1,=,29,B,29,B,c
3058,Rgxc1,=,30,W,29,Rg,c
3059,Nf4,=,30,B,29,,
3060,Qd1,=,31,W,29,,
3061,Rb8,=,31,B,29,,
3062,Rxb8,=,32,W,29,R,b
3063,Rxb8,=,32,B,29,R,b
3064,Rb1,=,33,W,29,,
3065,Rb2,=,33,B,29,,
3066,Rc1,=,34,W,29,,
3067,Qxa2,=,34,B,29,Q,a
3068,Kg3,=,35,W,29,,
3069,Ba4,=,35,B,29,,
3070,Ra1,=,36,W,29,,
3071,Bxc2,=,36,B,29,B,c
3072,Qh1,=,37,W,29,,
3073,Bxd3,=,37,B,29,B,d
3074,Rxa2,=,38,W,29,R,a
3075,Rxa2,#ee6b55,38,B,29,R,a
3076,N3xd4,#5c8bb0,39,W,29,N,d
3077,exd4,=,39,B,29,e,d
3078,Nxd4,=,40,W,29,N,d
3079,Rg2+,=,40,B,29,,
3080,Kf3,=,41,W,29,,
3081,c2,=,41,B,29,,
3082,Qa1,=,42,W,29,,
3083,Rd2,#e6912c,42,B,29,,
3084,Nxc2,#ee6b55,43,W,29,N,c
3085,Rxc2,#ee6b55,43,B,29,R,c
3086,Qxf6+,=,44,W,29,Q,f+
3087,Kh7,=,44,B,29,,
3088,Qxg5,=,45,W,29,Q,g
3089,Kh8,=,45,B,29,,
3090,Qe5+,=,46,W,29,,
3091,e4,=,1,W,30,,
3092,g6,=,1,B,30,,
3093,Nf3,=,2,W,30,,
3094,Bg7,=,2,B,30,,
3095,d4,=,3,W,30,,
3096,d6,=,3,B,30,,
3097,Bd3,=,4,W,30,,
3098,Nf6,=,4,B,30,,
3099,O-O,=,5,W,30,,
3100,O-O,=,5,B,30,,
3101,Re1,=,6,W,30,,
3102,Nc6,=,6,B,30,,
3103,c3,=,7,W,30,,
3104,e5,=,7,B,30,,
3105,h3,=,8,W,30,,
3106,Re8,=,8,B,30,,
3107,Nbd2,=,9,W,30,,
3108,a6,=,9,B,30,,
3109,Nf1,=,10,W,30,,
3110,b6,=,10,B,30,,
3111,Ng3,=,11,W,30,,
3112,Bb7,=,11,B,30,,
3113,Be3,#e6912c,12,W,30,,
3114,h6,#ee6b55,12,B,30,,
3115,Qd2,=,13,W,30,,
3116,Kh7,=,13,B,30,,
3117,d5,=,14,W,30,,
3118,Nb8,=,14,B,30,,
3119,c4,=,15,W,30,,
3120,Nbd7,=,15,B,30,,
3121,b4,=,16,W,30,,
3122,a5,=,16,B,30,,
3123,a3,=,17,W,30,,
3124,axb4,=,17,B,30,a,b
3125,axb4,=,18,W,30,a,b
3126,c5,=,18,B,30,,
3127,dxc6,=,19,W,30,d,c
3128,Bxc6,=,19,B,30,B,c
3129,Bf1,#e6912c,20,W,30,,
3130,Qc7,=,20,B,30,,
3131,Rxa8,=,21,W,30,R,a
3132,Rxa8,=,21,B,30,R,a
3133,Rd1,=,22,W,30,,
3134,Bf8,=,22,B,30,,
3135,Qc2,=,23,W,30,,
3136,Ba4,=,23,B,30,,
3137,Qa2,#5c8bb0,24,W,30,,
3138,Bc6,=,24,B,30,,
3139,Qb1,=,25,W,30,,
3140,Ra4,#e6912c,25,B,30,,
3141,Bd3,=,26,W,30,,
3142,Qc8,#e6912c,26,B,30,,
3143,Ne2,#ee6b55,27,W,30,,
3144,Qa8,=,27,B,30,,
3145,Nc3,=,28,W,30,,
3146,Ra3,=,28,B,30,,
3147,Nd5,#e6912c,29,W,30,,
3148,Nxd5,=,29,B,30,N,d
3149,cxd5,=,30,W,30,c,d
3150,Ba4,=,30,B,30,,
3151,Rc1,=,31,W,30,,
3152,Rb3,#5c8bb0,31,B,30,,
3153,Qc2,#5c8bb0,32,W,30,,
3154,Rxb4,=,32,B,30,R,b
3155,Qc7,=,33,W,30,,
3156,Kg8,#e6912c,33,B,30,,
3157,Ra1,#ee6b55,34,W,30,,
3158,b5,#b33430,34,B,30,,
3159,Kh2,#ee6b55,35,W,30,,
3160,Qb8,#e6912c,35,B,30,,
3161,Qxd7,=,36,W,30,Q,d
3162,Rb3,=,36,B,30,,
3163,Bf1,=,37,W,30,,
3164,Rc3,=,37,B,30,,
3165,Rc1,=,38,W,30,,
3166,Rxc1,=,38,B,30,R,c
3167,Bxc1,=,39,W,30,B,c
3168,Bc2,=,39,B,30,,
3169,Nd2,=,40,W,30,,
3170,b4,=,40,B,30,,
3171,Qc6,=,41,W,30,,
3172,Qa7,=,41,B,30,,
3173,Qxc2,=,42,W,30,Q,c
3174,Qxf2,=,42,B,30,Q,f
3175,Qd1,=,43,W,30,,
3176,h5,=,43,B,30,,
3177,Nc4,=,44,W,30,,
3178,h4,=,44,B,30,,
3179,Be3,=,45,W,30,,
3180,Qg3+,=,45,B,30,,
3181,Kg1,=,46,W,30,,
3182,f5,=,46,B,30,,
3183,Qf3,=,47,W,30,,
3184,f4,=,47,B,30,,
3185,Bf2,=,48,W,30,,
3186,e4,=,1,W,31,,
3187,c6,=,1,B,31,,
3188,Nc3,=,2,W,31,,
3189,d5,=,2,B,31,,
3190,Nf3,=,3,W,31,,
3191,a6,=,3,B,31,,
3192,d4,=,4,W,31,,
3193,Bg4,=,4,B,31,,
3194,Bd3,=,5,W,31,,
3195,e6,=,5,B,31,,
3196,h3,=,6,W,31,,
3197,Bh5,=,6,B,31,,
3198,Qe2,=,7,W,31,,
3199,Nf6,=,7,B,31,,
3200,e5,=,8,W,31,,
3201,Nfd7,=,8,B,31,,
3202,g4,=,9,W,31,,
3203,Bg6,=,9,B,31,,
3204,Bxg6,=,10,W,31,B,g
3205,hxg6,=,10,B,31,h,g
3206,Nd1,=,11,W,31,,
3207,c5,=,11,B,31,,
3208,c3,=,12,W,31,,
3209,Nc6,=,12,B,31,,
3210,Be3,=,13,W,31,,
3211,Rc8,=,13,B,31,,
3212,Kf1,=,14,W,31,,
3213,Qb6,=,14,B,31,,
3214,Kg2,=,15,W,31,,
3215,Be7,=,15,B,31,,
3216,a3,=,16,W,31,,
3217,Qb5,=,16,B,31,,
3218,Qd2,#e6912c,17,W,31,,
3219,Nb6,#ee6b55,17,B,31,,
3220,Rb1,#ee6b55,18,W,31,,
3221,Nc4,=,18,B,31,,
3222,Qc1,=,19,W,31,,
3223,cxd4,=,19,B,31,c,d
3224,cxd4,=,20,W,31,c,d
3225,Kd7,=,20,B,31,,
3226,a4,#b33430,21,W,31,,
3227,Qb3,#ee6b55,21,B,31,,
3228,Qc3,#e6912c,22,W,31,,
3229,Qxc3,#ee6b55,22,B,31,Q,c
3230,bxc3,=,23,W,31,b,c
3231,Rc7,=,23,B,31,,
3232,Bg5,=,24,W,31,,
3233,b6,#e6912c,24,B,31,,
3234,Bxe7,=,25,W,31,B,e
3235,Kxe7,=,25,B,31,K,e
3236,Ne3,=,26,W,31,,
3237,N6a5,=,26,B,31,,
3238,Rhc1,=,27,W,31,,
3239,Rhc8,=,27,B,31,,
3240,Nd1,=,28,W,31,,
3241,f6,=,28,B,31,,
3242,exf6+,=,29,W,31,e,f+
3243,gxf6,=,29,B,31,g,f
3244,Ne1,#e6912c,30,W,31,,
3245,e5,=,30,B,31,,
3246,Nd3,=,31,W,31,,
3247,Nd2,#b33430,31,B,31,,
3248,Rb2,#ee6b55,32,W,31,,
3249,Nab3,=,32,B,31,,
3250,dxe5,#b33430,33,W,31,d,e
3251,Nxc1,=,33,B,31,N,c
3252,exf6+,=,34,W,31,e,f+
3253,Kxf6,=,34,B,31,K,f
3254,Nxc1,=,35,W,31,N,c
3255,Nc4,=,35,B,31,,
3256,Rc2,=,36,W,31,,
3257,d4,=,36,B,31,,
3258,Kg3,=,37,W,31,,
3259,Na5,=,37,B,31,,
3260,Nd3,=,38,W,31,,
3261,dxc3,=,38,B,31,d,c
3262,Nb4,=,39,W,31,,
3263,Rd7,=,39,B,31,,
3264,Nxc3,=,40,W,31,N,c
3265,Kg7,=,40,B,31,,
3266,f3,=,41,W,31,,
3267,Rdc7,#e6912c,41,B,31,,
3268,Nbd5,=,42,W,31,,
3269,Rc5,=,42,B,31,,
3270,Rb2,=,43,W,31,,
3271,Nc4,#e6912c,43,B,31,,
3272,Rb4,#ee6b55,44,W,31,,
3273,a5,=,44,B,31,,
3274,Rb1,=,45,W,31,,
3275,Ne5,#e6912c,45,B,31,,
3276,Rxb6,=,46,W,31,R,b
3277,Rxc3,=,46,B,31,R,c
3278,Nxc3,=,47,W,31,N,c
3279,Rxc3,=,47,B,31,R,c
3280,Kf4,=,48,W,31,,
3281,Nxf3,=,48,B,31,N,f
3282,g5,#e6912c,49,W,31,,
3283,Nh4,#5c8bb0,49,B,31,,
3284,Rb7+,=,50,W,31,,
3285,Kf8,=,50,B,31,,
3286,Rh7,=,51,W,31,,
3287,Nf5,=,51,B,31,,
3288,Ke5,=,52,W,31,,
3289,Ne7,=,52,B,31,,
3290,Kf6,=,53,W,31,,
3291,Rf3+,=,53,B,31,,
3292,Ke6,=,54,W,31,,
3293,Re3+,=,54,B,31,,
3294,Kf6,=,55,W,31,,
3295,Ke8,=,55,B,31,,
3296,Rh8+,=,56,W,31,,
3297,Kd7,=,56,B,31,,
3298,Ra8,=,57,W,31,,
3299,Rf3+,#e6912c,57,B,31,,
3300,Kg7,#5c8bb0,58,W,31,,
3301,Rf5,=,58,B,31,,
3302,Ra7+,#5c8bb0,59,W,31,,
3303,Ke6,=,59,B,31,,
3304,Ra6+,#5c8bb0,60,W,31,,
3305,Ke5,=,60,B,31,,
3306,h4,#e6912c,61,W,31,,
3307,Nd5,#b33430,61,B,31,,
3308,Rxa5,=,62,W,31,R,a
3309,Rf4,=,62,B,31,,
3310,Kxg6,=,63,W,31,K,g
3311,Rxh4,=,63,B,31,R,h
3312,Kg7,=,64,W,31,,
3313,Rd4,=,64,B,31,,
3314,g6,=,65,W,31,,
3315,Rc4,=,65,B,31,,
3316,Ra6,=,66,W,31,,
3317,Rc7+,=,66,B,31,,
3318,Kh6,=,67,W,31,,
3319,Nf4,#e6912c,67,B,31,,
3320,g7,#5c8bb0,68,W,31,,
3321,Rc8,=,68,B,31,,
3322,Ra5+,#e6912c,69,W,31,,
3323,e4,=,1,W,32,,
3324,g6,=,1,B,32,,
3325,Nf3,=,2,W,32,,
3326,Bg7,=,2,B,32,,
3327,d4,=,3,W,32,,
3328,d6,=,3,B,32,,
3329,Bd3,=,4,W,32,,
3330,Nf6,=,4,B,32,,
3331,O-O,=,5,W,32,,
3332,O-O,=,5,B,32,,
3333,h3,=,6,W,32,,
3334,Nc6,=,6,B,32,,
3335,c3,=,7,W,32,,
3336,e5,=,7,B,32,,
3337,Re1,=,8,W,32,,
3338,Re8,=,8,B,32,,
3339,Nbd2,=,9,W,32,,
3340,b6,=,9,B,32,,
3341,Nf1,=,10,W,32,,
3342,Bb7,=,10,B,32,,
3343,Ng3,=,11,W,32,,
3344,a6,=,11,B,32,,
3345,Be3,=,12,W,32,,
3346,h6,#e6912c,12,B,32,,
3347,Qd2,=,13,W,32,,
3348,Kh7,=,13,B,32,,
3349,d5,=,14,W,32,,
3350,Nb8,=,14,B,32,,
3351,c4,=,15,W,32,,
3352,Nbd7,=,15,B,32,,
3353,b4,=,16,W,32,,
3354,a5,=,16,B,32,,
3355,a3,=,17,W,32,,
3356,axb4,=,17,B,32,a,b
3357,axb4,=,18,W,32,a,b
3358,c5,=,18,B,32,,
3359,bxc5,=,19,W,32,b,c
3360,bxc5,=,19,B,32,b,c
3361,Qc2,=,20,W,32,,
3362,Qc7,=,20,B,32,,
3363,Kh2,=,21,W,32,,
3364,Rxa1,=,21,B,32,R,a
3365,Rxa1,=,22,W,32,R,a
3366,Ra8,=,22,B,32,,
3367,Rxa8,=,23,W,32,R,a
3368,Bxa8,=,23,B,32,B,a
3369,Qa4,=,24,W,32,,
3370,Bb7,=,24,B,32,,
3371,Bd2,=,25,W,32,,
3372,Nb6,=,25,B,32,,
3373,Qa7,=,26,W,32,,
3374,Nc8,=,26,B,32,,
3375,Qa4,=,27,W,32,,
3376,Qd7,=,27,B,32,,
3377,Qa5,=,28,W,32,,
3378,Bf8,=,28,B,32,,
3379,Bc3,=,29,W,32,,
3380,Be7,=,29,B,32,,
3381,Nd2,=,30,W,32,,
3382,Bd8,=,30,B,32,,
3383,Qa1,=,31,W,32,,
3384,Nb6,=,31,B,32,,
3385,Bc2,=,32,W,32,,
3386,Qc8,=,32,B,32,,
3387,f4,=,33,W,32,,
3388,exf4,=,33,B,32,e,f
3389,Bxf6,=,34,W,32,B,f
3390,fxg3+,=,34,B,32,f,g+
3391,Kxg3,=,35,W,32,K,g
3392,Nd7,=,35,B,32,,
3393,Bxd8,=,36,W,32,B,d
3394,Qxd8,=,36,B,32,Q,d
3395,Nf3,#5c8bb0,37,W,32,,
3396,Qe7,=,37,B,32,,
3397,Qa7,=,38,W,32,,
3398,Ne5,=,38,B,32,,
3399,Kf2,=,39,W,32,,
3400,Nxc4,=,39,B,32,N,c
3401,Bd3,=,40,W,32,,
3402,Nb2,=,40,B,32,,
3403,Ba6,=,41,W,32,,
3404,Nd1+,#5c8bb0,41,B,32,,
3405,Kg1,=,42,W,32,,
3406,Qxe4,#1baca6,42,B,32,Q,e
3407,Qxb7,=,43,W,32,Q,b
3408,Qe3+,#5c8bb0,43,B,32,,
3409,Kh2,=,44,W,32,,
3410,Qf4+,=,44,B,32,,
3411,Kh1,#ee6b55,45,W,32,,
3412,Nf2+,#5c8bb0,45,B,32,,
3413,Kg1,=,46,W,32,,
3414,Nxh3+,=,46,B,32,N,h+
3415,gxh3,=,47,W,32,g,h
3416,Qg3+,=,47,B,32,,
3417,Kf1,=,48,W,32,,
3418,Qxf3+,=,48,B,32,Q,f+
3419,Ke1,=,49,W,32,,
3420,Qe3+,=,49,B,32,,
3421,Be2,=,50,W,32,,
3422,Qc1+,=,50,B,32,,
3423,Kf2,=,51,W,32,,
3424,Qf4+,=,51,B,32,,
3425,Ke1,=,52,W,32,,
3426,Qc1+,=,52,B,32,,
3427,Kf2,=,53,W,32,,
3428,Qf4+,=,53,B,32,,
3429,Ke1,=,54,W,32,,
3430,c4,#e6912c,54,B,32,,
3431,Qb6,#ee6b55,55,W,32,,
3432,c3,#5c8bb0,55,B,32,,
3433,Qc6,=,56,W,32,,
3434,Qd2+,=,56,B,32,,
3435,Kf2,=,57,W,32,,
3436,c2,=,57,B,32,,
3437,Qc7,=,58,W,32,,
3438,Qf4+,=,58,B,32,,
